NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RPS15A	1	RPS15A	
PPP1R7	1	PPP1R7	
UBN2	1	UBN2	
PPP1R8	1	PPP1R8	
UBN1	1	UBN1	
WDR17	1	WDR17	
WHRN	1	DFNB31	
WDR18	1	WDR18	
WDR19	1	WDR19	
WDR12	1	WDR12	
WDR13	1	WDR13	
WDR11	1	WDR11	
PHF5A	1	PHF5A	
CHORDC1P4	1	LOC727896	
N6AMT1	1	N6AMT1	
RERGL	1	RERGL	
POGLUT2	1	KDELC1	
POGLUT1	1	KTELC1	
UBP1	1	UBP1	
TREML3P	1	TREML3	
PARK7	1	PARK7	
PPP1CB	1	PPP1CB	
PPP1CC	1	PPP1CC	
HMCES	1	C3orf37	
SLC26A11	1	SLC26A11	
LARGE1	1	LARGE	
AP5S1	1	C20orf29	
LARGE2	1	GYLTL1B	
POGLUT3	1	KDELC2	
IFNAR2	1	IFNAR2	
SSUH2	1	C3orf32	
THOC1	1	THOC1	
TRAFD1	1	TRAFD1	
KERA	1	KERA	
THOC3	1	THOC3	
THOC2	1	THOC2	
THOC5	1	THOC5	
THOC7	1	THOC7	
THOC6	1	THOC6	
MORF4L1	1	MORF4L1	
MORF4L2	1	MORF4L2	
ADTRP	1	C6orf105	
C20orf96	1	C20orf96	
IFNAR1	1	IFNAR1	
DRC7	1	CCDC135	
PARM1	1	PARM1	
FAM149B1	1	FAM149B1	
UBR4	1	UBR4	
SLC38A10	1	SLC38A10	
UBR3	1	UBR3	
SLC38A11	1	SLC38A11	
UBR2	1	UBR2	
UBR1	1	UBR1	
ORC5	1	ORC5L	
ORC4	1	ORC4L	
ORC6	1	ORC6L	
ORC1	1	ORC1L	
UBR7	1	UBR7	
ORC3	1	ORC3L	
ORC2	1	ORC2L	
UBR5	1	UBR5	
MAP3K20	1	ZAK	
MAP3K21	1	KIAA1804	
DRD1	1	DRD1	
DRD2	1	DRD2	
DRD4	1	DRD4	
COA4	1	CHCHD8	
FANCI	1	FANCI	
OSBPL9	1	OSBPL9	
COA3	1	CCDC56	
OSBPL8	1	OSBPL8	
UVRAG	1	UVRAG	
CHTOP	1	C1orf77	
OSBPL7	1	OSBPL7	
COA1	1	C7orf44	
OSBPL6	1	OSBPL6	
FANCM	1	FANCM	
OSBPL5	1	OSBPL5	
FANCL	1	FANCL	
OSBPL3	1	OSBPL3	
OSBPL2	1	OSBPL2	
FANCA	1	FANCA	
FANCC	1	FANCC	
FANCB	1	FANCB	
FANCE	1	FANCE	
FANCG	1	FANCG	
FANCF	1	FANCF	
MAP3K15	1	MAP3K15	
PUDP	1	HDHD1A	
LHX6	1	LHX6	
MAP3K10	1	MAP3K10	
LHX4	1	LHX4	
DRC1	1	C2orf39	
MAP3K13	1	MAP3K13	
MAP3K14	1	MAP3K14	
BCL2L2	1	BCL2L2	
LAT	1	LAT	
DRC3	1	LRRC48	
MAP3K11	1	MAP3K11	
PTTG3P	1	PTTG3P	
BCL2L1	1	BCL2L1	
MAP3K12	1	MAP3K12	
TPM3P9	1	LOC147804	
LBH	1	LBH	
NOB1	1	NOB1	
PHACTR3	1	PHACTR3	
UBTF	1	UBTF	
PHACTR2	1	PHACTR2	
KRTAP5-1	1	KRTAP5-1	
PHACTR1	1	PHACTR1	
LBP	1	LBP	
COA8	1	C14orf153	
COA7	1	C1orf163	
LBR	1	LBR	
COA6	1	C1orf31	
COA5	1	C2orf64	
PHACTR4	1	PHACTR4	
KRTAP5-9	1	KRTAP5-9	
PLA2G12A	1	PLA2G12A	
CKAP2L	1	CKAP2L	
COBL	1	COBL	
PLRG1	1	PLRG1	
C1QL4	1	C1QL4	
SMC1A	1	SMC1A	
C1QL3	1	C1QL3	
TIRAP	1	TIRAP	
C1QL1	1	C1QL1	
SMC1B	1	SMC1B	
DNAJC3	1	DNAJC3	
LY6E-DT	1	LOC100133669	
DNAJC2	1	DNAJC2	
DNAJC1	1	DNAJC1	
ACTBL2	1	ACTBL2	
DNAJC7	1	DNAJC7	
NOA1	1	C4orf14	
DNAJC6	1	DNAJC6	
LCK	1	LCK	
MEP1A	1	MEP1A	
DNAJC5	1	DNAJC5	
DNAJC4	1	DNAJC4	
DNAJC9	1	DNAJC9	
DNAJC8	1	DNAJC8	
NSRP1	1	CCDC55	
LCORL	1	LCORL	
HCG18	1	HCG18	
EEF1A1P9	1	EEF1A1P9	
NOD1	1	NOD1	
NOD2	1	NOD2	
COCH	1	COCH	
DNAJB2	1	DNAJB2	
DNAJB1	1	DNAJB1	
DNAJB6	1	DNAJB6	
DNAJB5	1	DNAJB5	
NOCT	1	CCRN4L	
DNAJB4	1	DNAJB4	
DNAJB9	1	DNAJB9	
HCG11	1	HCG11	
DNAJB7	1	DNAJB7	
MACC1	1	MACC1	
HCG27	1	HCG27	
WDR97	1	KIAA1875	
RPRD2	1	RPRD2	
BCKDK	1	BCKDK	
DNAJA1	1	DNAJA1	
DNAJA4	1	DNAJA4	
DNAJA3	1	DNAJA3	
LEP	1	LEP	
DNAJA2	1	DNAJA2	
DRG1	1	DRG1	
DRG2	1	DRG2	
IFITM3	1	IFITM3	
RSC1A1	1	RSC1A1	
VEZT	1	VEZT	
IFITM1	1	IFITM1	
IFITM2	1	IFITM2	
PARS2	1	PARS2	
IFIT5	1	IFIT5	
MLC1	1	MLC1	
IFIT1	1	IFIT1	
HS6ST1	1	HS6ST1	
HS6ST2	1	HS6ST2	
IFIT3	1	IFIT3	
HS6ST3	1	HS6ST3	
IFIT2	1	IFIT2	
RPS15	1	RPS15	
RPS14	1	RPS14	
RPS17	1	RPS17	
RPS16	1	RPS16	
RPS19	1	RPS19	
RPS18	1	RPS18	
PART1	1	PART1	
HMCN1	1	HMCN1	
RPS11	1	RPS11	
RPS10	1	RPS10	
RPS13	1	RPS13	
RPS12	1	RPS12	
ARRDC4	1	ARRDC4	
HLA-J	1	HLA-J	
SRRM2	1	SRRM2	
ARRDC5	1	ARRDC5	
SRRM3	1	SRRM3	
COG8	1	COG8	
HLA-H	1	HLA-H	
COG7	1	COG7	
SRRM5	1	SRRM5	
COG6	1	COG6	
ARRDC1	1	ARRDC1	
COG5	1	COG5	
ARRDC2	1	ARRDC2	
COG4	1	COG4	
HLA-L	1	HLA-L	
ARRDC3	1	ARRDC3	
COG3	1	COG3	
COG2	1	COG2	
HLA-B	1	HLA-B	
P3H2	1	LEPREL1	
COG1	1	COG1	
HLA-C	1	HLA-C	
P3H1	1	LEPRE1	
P3H4	1	SC65	
YOD1	1	YOD1	
HLA-A	1	HLA-A	
P3H3	1	LEPREL2	
HCG4B	1	HCG4P6	
HLA-F	1	HLA-F	
CRNKL1	1	CRNKL1	
HLA-G	1	HLA-G	
HLA-E	1	HLA-E	
SRRM1	1	SRRM1	
NEIL3	1	NEIL3	
NEIL2	1	NEIL2	
MTHFD2L	1	MTHFD2L	
RUBCNL	1	C13orf18	
NEIL1	1	NEIL1	
MACF1	2	KIAA0754:MACF1	
CSTF3	1	CSTF3	
CSTF2	1	CSTF2	
LHB	1	LHB	
APCDD1	1	APCDD1	
LIAS	1	LIAS	
BHLHE22-AS1	1	LOC401463	
CBARP	1	C19orf26	
FXR1	1	FXR1	
HELZ2	1	PRIC285	
SCFD1	1	SCFD1	
CHTF8	1	CHTF8	
FXR2	1	FXR2	
AP5M1	1	MUDENG	
SCFD2	1	SCFD2	
CSTF1	1	CSTF1	
MLEC	1	MLEC	
TMEM74B	1	C20orf46	
LIF	1	LIF	
PARVA	1	PARVA	
PARVB	1	PARVB	
PUM1	1	PUM1	
TRERF1	1	TRERF1	
PUM3	1	KIAA0020	
PUM2	1	PUM2	
RPS26	1	RPS26	
RPS25	1	RPS25	
RPS28	1	RPS28	
RPS27	1	RPS27	
PARVG	1	PARVG	
RPS29	1	RPS29	
RPS20	1	RPS20	
RPS21	1	RPS21	
RPS24	1	RPS24	
RPS23	1	RPS23	
AHCTF1	1	AHCTF1	
ORM1	1	ORM1	
UBXN1	1	UBXN1	
MEOX2	1	MEOX2	
MEOX1	1	MEOX1	
COIL	1	COIL	
C1QBP	1	C1QBP	
UBXN8	1	UBXN8	
UBXN7	1	UBXN7	
UBXN4	1	UBXN4	
UBXN6	1	UBXN6	
LRRCC1	1	LRRCC1	
PARP6	1	PARP6	
PARP3	1	PARP3	
PARP4	1	PARP4	
PARP1	1	PARP1	
PARP2	1	PARP2	
STRADA	1	STRADA	
STRADB	1	STRADB	
ZDHHC12	1	ZDHHC12	
ZDHHC13	1	ZDHHC13	
GP1BA	1	GP1BA	
ZDHHC11	1	ZDHHC11	
PARP9	1	PARP9	
ZDHHC16	1	ZDHHC16	
ZDHHC17	1	ZDHHC17	
MLF1	1	MLF1	
ZDHHC14	1	ZDHHC14	
MLF2	1	MLF2	
PARP8	1	PARP8	
ZDHHC15	1	ZDHHC15	
AIDA	1	AIDA	
FYTTD1	1	FYTTD1	
MACIR	1	C5orf30	
SLC66A3	1	PQLC3	
AMIGO3	1	AMIGO3	
SLC66A2	1	PQLC1	
SLC66A1	1	PQLC2	
ZDHHC20	1	ZDHHC20	
AMIGO1	1	AMIGO1	
ICA1L	1	ICA1L	
AMIGO2	1	AMIGO2	
GDPD1	1	GDPD1	
NOL7	1	NOL7	
ZDHHC23	1	ZDHHC23	
GDPD2	1	GDPD2	
NOL8	1	NOL8	
ZDHHC24	1	ZDHHC24	
GDPD3	1	GDPD3	
NOL9	1	NOL9	
ZDHHC21	1	ZDHHC21	
ZDHHC22	1	ZDHHC22	
GDPD5	1	GDPD5	
NOL3	1	NOL3	
AIF1	1	AIF1	
NOL4	1	NOL4	
NOL6	1	NOL6	
DRP2	1	DRP2	
PPP2CA	1	PPP2CA	
PURB	1	PURB	
PPP2CB	1	PPP2CB	
PURA	1	PURA	
ZDHHC18	1	ZDHHC18	
EGFLAM	1	EGFLAM	
ZDHHC19	1	ZDHHC19	
MTHFD1L	1	MTHFD1L	
KISS1R	1	KISS1R	
LAIR2	1	LAIR2	
LAIR1	1	LAIR1	
PURG	1	PURG	
AIG1	1	AIG1	
MLH1	1	MLH1	
COLQ	1	COLQ	
MLH3	1	MLH3	
ATAT1	1	C6orf134	
CD40LG	1	CD40LG	
NDUFA13	1	NDUFA13	
NDUFA11	1	NDUFA11	
TAMM41	1	C3orf31	
NDUFA12	1	NDUFA12	
NDUFA10	1	NDUFA10	
ZSCAN9	1	ZNF193	
ARHGDIG	1	ARHGDIG	
COMT	1	COMT	
CNDP1	1	CNDP1	
CNDP2	1	CNDP2	
COMP	1	COMP	
DOCK10	1	DOCK10	
DOCK11	1	DOCK11	
ARHGDIA	1	ARHGDIA	
MATCAP1	1	KIAA0895L	
ARHGDIB	1	ARHGDIB	
PUS3	1	PUS3	
NOM1	1	NOM1	
MLIP	1	C6orf142	
LIG1	1	LIG1	
PUS1	1	PUS1	
LIG4	1	LIG4	
ATP1B3	1	ATP1B3	
LIFR	1	LIFR	
LIG3	1	LIG3	
ATP1B2	1	ATP1B2	
ATP1B1	1	ATP1B1	
AP5B1	1	DKFZp761E198	
PUS7	1	PUS7	
LOX	1	LOX	
CERCAM	1	CERCAM	
UCA1	1	UCA1	
JCAD	1	KIAA1462	
COPA	1	COPA	
NOP2	1	NOP2	
LPL	1	LPL	
LPO	1	LPO	
CUZD1	1	CUZD1	
LPP	1	LPP	
NOP9	1	C14orf21	
LINC00839	1	LOC84856	
COP1	1	RFWD2	
CDH20	1	CDH20	
GABPB1-IT1	1	FLJ10038	
CDH22	1	CDH22	
CDH23	1	CDH23	
CDH24	1	CDH24	
CDH26	1	CDH26	
UQCC3	1	C11orf83	
MLKL	1	MLKL	
UQCC2	1	C6orf125	
NONO	1	NONO	
UQCC1	1	UQCC	
UQCC6	1	C12orf73	
UQCC5	1	LOC440957	
MACO1	1	TMEM57	
UQCC4	1	C16orf91	
COQ9	1	COQ9	
COQ7	1	COQ7	
COQ6	1	COQ6	
COQ5	1	COQ5	
COQ4	1	COQ4	
COQ3	1	COQ3	
COQ2	1	COQ2	
ZSCAN4	1	ZSCAN4	
BLMH	1	BLMH	
BRWD1	1	BRWD1	
BRWD3	1	BRWD3	
COPE	1	COPE	
ZSCAN2	1	ZSCAN2	
ZSCAN1	1	ZSCAN1	
GPSM1	1	GPSM1	
GPSM2	1	GPSM2	
ASNSD1	1	ASNSD1	
SLC40A1	1	SLC40A1	
MRS2P2	1	MRS2P2	
CMAHP	1	CMAH	
FHAD1	1	FHAD1	
MFSD8	1	MFSD8	
RPS4X	1	RPS4X	
MFSD9	1	MFSD9	
MFSD6	1	MFSD6	
MFSD5	1	MFSD5	
ZBED10P	1	C7orf29	
MFSD3	1	MFSD3	
BLNK	1	BLNK	
MFSD1	1	MFSD1	
NOS1	1	NOS1	
TOPBP1	1	TOPBP1	
ATP5F1EP2	1	ATP5EP2	
GPSM3	1	GPSM3	
MAPK1IP1L	1	MAPK1IP1L	
HGSNAT	1	HGSNAT	
LSR	1	LSR	
RPS3A	1	RPS3A	
LSS	1	LSS	
FCHSD1	1	FCHSD1	
CORT	1	CORT	
AIM2	1	AIM2	
FCHSD2	1	FCHSD2	
DDAH1	1	DDAH1	
DDAH2	1	DDAH2	
CDH10	1	CDH10	
COL6A2	1	COL6A2	
AKT1S1	1	AKT1S1	
CDH11	1	CDH11	
COL6A1	1	COL6A1	
CDH12	1	CDH12	
LTA	1	LTA	
CDH13	1	CDH13	
COL6A3	1	COL6A3	
TERF2IP	1	TERF2IP	
COL6A6	1	COL6A6	
CDH15	1	CDH15	
COL6A5	1	COL29A1	
LTB	1	LTB	
CDH16	1	CDH16	
CDH17	1	CDH17	
THOP1	1	THOP1	
CDH19	1	CDH19	
LTF	1	LTF	
UBE2Q2P1	1	UBE2Q2P1	
LTK	1	LTK	
ATP1A3	1	ATP1A3	
ATP1A2	1	ATP1A2	
ATP1A1	1	ATP1A1	
LIN9	1	LIN9	
CHSY1	1	CHSY1	
FAM120C	1	FAM120C	
FAM120B	1	FAM120B	
FAM120A	1	FAM120A	
CHSY3	1	CHSY3	
OPCML	1	OPCML	
NOS2	1	NOS2	
LUM	1	LUM	
NOS3	1	NOS3	
MLPH	1	MLPH	
OSTCP1	1	OSTCL	
KANSL1	1	KIAA1267	
SLFNL1	1	SLFNL1	
KANSL2	1	C12orf41	
PITHD1	1	C1orf128	
PMS2P11	1	PMS2L11	
KANSL3	1	KIAA1310	
PAXBP1	1	GCFC1	
USP6NL	1	USP6NL	
LIPA	1	LIPA	
TSEN54	1	TSEN54	
ATP5IF1	1	ATPIF1	
PREX2	1	PREX2	
ZDBF2	1	ZDBF2	
LIPE	1	LIPE	
PREX1	1	PREX1	
SAMD14	1	SAMD14	
SAMD15	1	C14orf174	
LIPC	1	LIPC	
MPRIP	1	MPRIP	
LIPH	1	LIPH	
LIPG	1	LIPG	
SAMD12	1	SAMD12	
SAMD13	1	SAMD13	
SAMD10	1	SAMD10	
SAMD11	1	SAMD11	
GABARAPL3	1	GABARAPL3	
GABARAPL2	1	GABARAPL2	
STARD3	1	STARD3	
CFAP96	1	C4orf47	
GABARAPL1	1	GABARAPL1	
STARD4	1	STARD4	
CFAP95	1	C9orf135	
STARD5	1	STARD5	
CFAP90	1	C5orf49	
CSNK2A1	1	CSNK2A1	
STARD7	1	STARD7	
CSNK2A3	1	CSNK2A1P	
CFAP92	1	KIAA1257	
STARD8	1	STARD8	
CFAP91	1	C3orf15	
CSNK2A2	1	CSNK2A2	
DNTTIP1	1	DNTTIP1	
DNTTIP2	1	DNTTIP2	
CLNS1A	1	CLNS1A	
AKIP1	1	C11orf17	
CDIP1	1	C16orf5	
ENTHD1	1	ENTHD1	
CFAP97	1	KIAA1430	
MCM3AP-AS1	1	MCM3APAS	
CFAP61	1	C20orf26	
HACD1	1	PTPLA	
PARPBP	1	C12orf48	
HS3ST3A1	1	HS3ST3A1	
LXN	1	LXN	
RETSAT	1	RETSAT	
AIRE	1	AIRE	
HACD3	1	PTPLAD1	
LY9	1	LY9	
HACD2	1	PTPLB	
HACD4	1	PTPLAD2	
FAM221A	1	C7orf46	
GUCD1	1	C22orf13	
KLRK1	1	KLRK1	
CFAP69	1	C7orf63	
VTI1A	2	LOC143188:VTI1A	
CFAP68	1	C11orf1	
CFAP65	1	CCDC108	
PPARGC1A	1	PPARGC1A	
PPARGC1B	1	PPARGC1B	
GPIHBP1	1	GPIHBP1	
VTI1B	1	VTI1B	
LYN	1	LYN	
FYB2	1	C1orf168	
CFAP73	1	CCDC42B	
FYB1	1	FYB	
HACE1	1	HACE1	
CFAP70	1	TTC18	
APCDD1L	1	APCDD1L	
INCA1	1	INCA1	
NR0B1	1	NR0B1	
BBIP1	1	NCRNA00081	
LYZ	1	LYZ	
NR0B2	1	NR0B2	
FAM220A	1	C7orf70	
PCDHGA10	1	PCDHGA10	
PCDHGA11	1	PCDHGA11	
PCDHGA12	1	PCDHGA12	
UCK2	1	UCK2	
UCK1	1	UCK1	
NOX4	1	NOX4	
NOX5	1	NOX5	
CDIN1	1	C15orf41	
EFCC1	1	CCDC48	
NOX1	1	NOX1	
ATF7IP2	1	ATF7IP2	
C7orf50	1	C7orf50	
DIS3L	1	DIS3L	
PQBP1	1	PQBP1	
FAM223B	1	NCRNA00204B	
UCN3	1	UCN3	
UCN2	1	UCN2	
FLVCR1	1	FLVCR1	
FLVCR2	1	FLVCR2	
NELFB	1	COBRA1	
NELFA	1	WHSC2	
C7orf57	1	C7orf57	
HLA-DPA1	1	HLA-DPA1	
NELFE	1	RDBP	
NSUN4	1	NSUN4	
NSUN5	1	NSUN5	
NSUN2	1	NSUN2	
NSUN3	1	NSUN3	
NSUN6	1	NSUN6	
NSUN7	1	NSUN7	
DYNLL1	1	DYNLL1	
DYNLL2	1	DYNLL2	
FAM222B	1	C17orf63	
FAM222A	1	C12orf34	
KARS1	1	KARS	
DOCK8-AS1	1	C9orf66	
RPS27L	1	RPS27L	
PROCA1	1	PROCA1	
FAM226B	1	CXorf50B	
STYXL2	1	DUSP27	
STYXL1	1	STYXL1	
FOXS1	1	FOXS1	
UCP3	1	UCP3	
UCP2	1	UCP2	
RPS27A	1	RPS27A	
EVC2	1	EVC2	
MIR600HG	1	C9orf45	
ANKIB1	1	ANKIB1	
SAMD4A	1	SAMD4A	
LYRM9	1	C17orf108	
SAMD4B	1	SAMD4B	
FAM225B	1	C9orf110	
FAM225A	1	C9orf109	
GATAD2B	1	GATAD2B	
GATAD2A	1	GATAD2A	
STXBP5L	1	STXBP5L	
LYRM1	1	LYRM1	
LYRM2	1	LYRM2	
LYRM4	1	LYRM4	
LYRM7	1	LYRM7	
HLA-DPB1	1	HLA-DPB1	
MPLKIP	1	C7orf11	
C7orf25	1	C7orf25	
HLA-DPB2	1	HLA-DPB2	
CCDC144CP	1	CCDC144C	
MYLK2	1	MYLK2	
NRROS	1	LRRC33	
FAM228A	1	C2orf84	
CXCL17	1	CXCL17	
DEFB1	1	DEFB1	
CXCL13	1	CXCL13	
CXCL14	1	CXCL14	
MYLK3	1	MYLK3	
CXCL16	1	CXCL16	
FAM228B	1	LOC375190	
MYLK4	1	MYLK4	
FOXQ1	1	FOXQ1	
SLC25A48	1	LOC153328	
ATCAY	1	ATCAY	
OSBP	1	OSBP	
SLC25A41	1	SLC25A41	
FBRSL1	1	FBRSL1	
SLC25A40	1	SLC25A40	
SLC25A43	1	SLC25A43	
SLC25A42	1	SLC25A42	
SLC25A45	1	SLC25A45	
SLC25A44	1	SLC25A44	
CCDC144BP	1	CCDC144B	
SLC25A46	1	SLC25A46	
CPA3	1	CPA3	
CPA2	1	CPA2	
MYLIP	1	MYLIP	
CPA1	1	CPA1	
TICAM2	1	TICAM2	
FOXP4	1	FOXP4	
TICAM1	1	TICAM1	
FOXP3	1	FOXP3	
FAM227B	1	C15orf33	
FOXP2	1	FOXP2	
FOXP1	1	FOXP1	
FAM227A	1	LOC646851	
GVINP1	1	GVIN1	
MAF	1	MAF	
LIX1	1	LIX1	
MAK	1	MAK	
FSCN1	1	FSCN1	
SLC25A52	1	MCART2	
MAL	1	MAL	
SLC25A51	1	MCART1	
FSCN3	1	FSCN3	
FSCN2	1	FSCN2	
SLC25A53	1	MCART6	
DSC2	1	DSC2	
DSC3	1	DSC3	
RNASEH2C	1	RNASEH2C	
RNASEH2B	1	RNASEH2B	
CPB1	1	CPB1	
RNASEH2A	1	RNASEH2A	
MAX	1	MAX	
TROAP	1	TROAP	
MAZ	1	MAZ	
GLIS3	1	GLIS3	
FOXO4	1	FOXO4	
FOXO3	1	FOXO3	
KRCC1	1	KRCC1	
FOXO1	1	FOXO1	
GLIS1	1	GLIS1	
GLIS2	1	GLIS2	
NPAT	1	NPAT	
DSEL	1	DSEL	
CLTCL1	1	CLTCL1	
E4F1	1	E4F1	
HACL1	1	HACL1	
MBP	1	MBP	
CPA6	1	CPA6	
EVI5	1	EVI5	
CPA4	1	CPA4	
FAM229B	1	C6orf225	
FOXN3	1	FOXN3	
FOXN2	1	FOXN2	
MCC	1	MCC	
AICDA	1	AICDA	
CXCL10	1	CXCL10	
CXCL11	1	CXCL11	
CXCL12	1	CXCL12	
SCGB3A1	1	SCGB3A1	
MCU	1	CCDC109A	
EHBP1-AS1	1	LOC100132215	
ARHGAP11A	1	ARHGAP11A	
ARHGAP11B	1	ARHGAP11B	
CELF1	1	CELF1	
CDCA7L	1	CDCA7L	
CELF2	1	CELF2	
SCHIP1	1	SCHIP1	
CELF3	1	CELF3	
CELF4	1	CELF4	
CELF5	1	CELF5	
CELF6	1	CELF6	
MCM10	1	MCM10	
FOXM1	1	FOXM1	
FSD1L	1	FSD1L	
MDK	1	MDK	
MYADML2	1	MYADML2	
ME1	1	ME1	
ME3	1	ME3	
ME2	1	ME2	
PVRIG	1	PVRIG	
FOXL2	1	FOXL2	
FOXL1	1	FOXL1	
SLC25A16	1	SLC25A16	
SLC25A15	1	SLC25A15	
SLC25A18	1	SLC25A18	
SLC25A17	1	SLC25A17	
NPC1	1	NPC1	
NPC2	1	NPC2	
SLC25A19	1	SLC25A19	
DSG1	1	DSG1	
MIR3667HG	1	C22orf34	
DSG2	1	DSG2	
SLC25A10	1	SLC25A10	
DSG3	1	DSG3	
SLC25A12	1	SLC25A12	
MET	1	MET	
SLC25A11	1	SLC25A11	
SLC25A14	1	SLC25A14	
SLC25A13	1	SLC25A13	
FOXK2	1	FOXK2	
FOXK1	1	FOXK1	
MFF	1	MFF	
SLC25A27	1	SLC25A27	
SLC25A26	1	SLC25A26	
SLC25A29	1	SLC25A29	
SLC25A28	1	SLC25A28	
SLC25A21	1	SLC25A21	
SLC25A20	1	SLC25A20	
SLC25A23	1	SLC25A23	
SLC25A22	1	SLC25A22	
SLC25A25	1	SLC25A25	
CTHRC1	1	CTHRC1	
SLC25A24	1	SLC25A24	
MMAA	1	MMAA	
MMAB	1	MMAB	
MGA	1	MGA	
FOXJ3	1	FOXJ3	
FOXJ2	1	FOXJ2	
FOXJ1	1	FOXJ1	
MERTK	1	MERTK	
DHODH	1	DHODH	
NELL2	1	NELL2	
SLC25A38	1	SLC25A38	
SLC25A37	1	SLC25A37	
SLC25A39	1	SLC25A39	
MGP	1	MGP	
SLC25A30	1	SLC25A30	
SLC25A32	1	SLC25A32	
P4HB	1	P4HB	
SLC25A34	1	SLC25A34	
SLC25A33	1	SLC25A33	
SLC25A36	1	SLC25A36	
SLC25A35	1	SLC25A35	
SPON2	1	SPON2	
SPON1	1	SPON1	
FOXI2	1	FOXI2	
CCT6P1	1	CCT6P1	
FOXI1	1	FOXI1	
ZDHHC5	1	ZDHHC5	
ZDHHC6	1	ZDHHC6	
ZDHHC7	1	ZDHHC7	
ZDHHC8	1	ZDHHC8	
ZDHHC1	1	ZDHHC1	
ZDHHC2	1	ZDHHC2	
ZDHHC3	1	ZDHHC3	
ZDHHC4	1	ZDHHC4	
GOLGA6L10	1	GOLGA6L10	
CHORDC1	1	CHORDC1	
MIA	1	MIA	
ANKRD20A11P	1	C21orf81	
NSMCE3	1	NDNL2	
NPFF	1	NPFF	
FOXH1	1	FOXH1	
NSMCE2	1	NSMCE2	
NSMCE1	1	NSMCE1	
MIF	1	MIF	
HASPIN	1	GSG2	
GNPAT	1	GNPAT	
SFRP4	1	SFRP4	
SFRP1	1	SFRP1	
SFRP2	1	SFRP2	
SFRP5	1	SFRP5	
CTXN2	1	CTXN2	
CTXN1	1	CTXN1	
TMEM87A	1	TMEM87A	
TMEM87B	1	TMEM87B	
EVPL	1	EVPL	
DSN1	1	DSN1	
RBM12	1	RBM12	
RIMKLA	1	RIMKLA	
RIMKLB	1	RIMKLB	
RBM10	1	RBM10	
PCAT18	1	LOC728606	
RBM11	1	RBM11	
TMEM86A	1	TMEM86A	
TMEM86B	1	TMEM86B	
FOXF2	1	FOXF2	
FOXF1	1	FOXF1	
PILRB	1	PILRB	
PILRA	1	PILRA	
COL9A1	1	COL9A1	
CYSTM1	1	C5orf32	
COL9A3	1	COL9A3	
COL9A2	1	COL9A2	
MKX	1	MKX	
RCOR3	1	RCOR3	
GLIPR1L2	1	GLIPR1L2	
RCOR2	1	RCOR2	
RCOR1	1	RCOR1	
FKBP11	1	FKBP11	
FKBP10	1	FKBP10	
SUV39H2	1	SUV39H2	
ZNF22-AS1	1	C10orf25	
DOC2A	1	DOC2A	
FKBP15	1	FKBP15	
FOXE1	1	FOXE1	
MOGAT3	1	MOGAT3	
FKBP14	1	FKBP14	
MOGAT2	1	MOGAT2	
MOGAT1	1	MOGAT1	
SUV39H1	1	SUV39H1	
DOC2B	1	DOC2B	
BMI1	1	BMI1	
MLX	1	MLX	
REV3L	1	REV3L	
DIRC1	1	DIRC1	
DIRC3	1	DIRC3	
UTP14A	1	UTP14A	
PDZK1P1	1	PDZK1P1	
UTP14C	1	UTP14C	
SBSPON	1	C8orf84	
FOXD4	1	FOXD4	
ANKDD1A	1	ANKDD1A	
FOXD3	1	FOXD3	
FOXD2	1	FOXD2	
FOXD1	1	FOXD1	
MME	1	MME	
MMD	1	MMD	
OSMR	1	OSMR	
MN1	1	MN1	
FOXC2	1	FOXC2	
FOXC1	1	FOXC1	
RABGAP1	1	RABGAP1	
SPINDOC	1	C11orf84	
PVT1	1	PVT1	
DYNLT2B	1	TCTEX1D2	
IBA57	1	C1orf69	
CPN2	1	CPN2	
MNT	1	MNT	
PGRMC1	1	PGRMC1	
PGRMC2	1	PGRMC2	
NPM1	1	NPM1	
NPM2	1	NPM2	
CAVIN1	1	PTRF	
CAVIN2	1	SDPR	
CAVIN3	1	PRKCDBP	
CAVIN4	1	MURC	
MOK	1	RAGE	
NPM3	1	NPM3	
CABCOCO1	1	C10orf107	
KGD4	1	MRPS36	
PPP1CA	1	PPP1CA	
FKBP1A	1	FKBP1A	
ZDHHC9	1	ZDHHC9	
FKBP1B	1	FKBP1B	
RLIG1	1	C12orf29	
FOXA3	1	FOXA3	
ENGASE	1	ENGASE	
FOXA2	1	FOXA2	
FOXA1	1	FOXA1	
PCDHB18P	1	PCDHB18	
PLVAP	1	PLVAP	
SAMD9L	1	SAMD9L	
MPG	1	MPG	
MPI	1	MPI	
MPL	1	MPL	
WBP1L	1	C10orf26	
CPOX	1	CPOX	
ACRBP	1	ACRBP	
MPO	1	MPO	
IFI44L	1	IFI44L	
MPZ	1	MPZ	
NPPA	1	NPPA	
SNIP1	1	SNIP1	
OSR2	1	OSR2	
PCDHB17P	1	PCDHB17	
ADPRHL1	1	ADPRHL1	
TEX56P	1	C6orf201	
OSR1	1	OSR1	
THEMIS	1	THEMIS	
RPGRIP1L	1	RPGRIP1L	
PIN4P1	1	LOC728758	
NPNT	1	NPNT	
WBP11	1	WBP11	
MR1	1	MR1	
DPEP2	1	DPEP2	
DPEP1	1	DPEP1	
HOMEZ	1	HOMEZ	
UTP25	1	C1orf107	
